side,h,avg,n
top,1,-0.0016428375342385036,64
top,5,-0.006190092779642232,64
top,20,0.012622038021414449,64
bottom,1,0.005761220925698944,64
bottom,5,0.008438321634233517,64
bottom,20,0.016256855225424555,64
